State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
California,Siskiyou,2018,365,269,56,16,24,0,0,196,119,41,0,0,241,0,124,0
California,Solano,2018,365,263,87,3,11,1,0,247,64,42,0,3,184,0,178,0
California,Sonoma,2018,365,325,27,3,8,2,0,226,52,36,0,2,280,0,82,1
California,Stanislaus,2018,365,157,161,32,14,1,0,240,108,54,0,2,203,0,151,9
California,Sutter,2018,365,153,177,22,7,5,1,335,100,54,0,0,166,0,198,1
California,Tehama,2018,365,226,110,16,13,0,0,190,95,45,0,0,239,0,126,0
California,Trinity,2018,291,173,99,12,7,0,0,191,79,44,0,0,0,0,291,0
California,Tulare,2018,365,73,171,95,26,0,0,174,140,77,0,0,233,0,124,8
California,Tuolumne,2018,348,254,73,20,1,0,0,154,80,43,0,0,348,0,0,0
California,Ventura,2018,365,174,174,16,1,0,0,166,87,52,0,2,213,0,138,12
California,Yolo,2018,365,260,91,5,7,2,0,235,67,43,0,0,249,0,114,2
California,Alameda,2019,365,260,97,8,0,0,0,150,63,41,0,28,175,0,162,0
California,Amador,2019,355,308,45,2,0,0,0,115,51,39,0,0,355,0,0,0
California,Butte,2019,365,224,136,3,2,0,0,173,67,46,0,0,231,0,133,1
California,Calaveras,2019,360,299,60,1,0,0,0,108,58,42,0,0,322,0,35,3
California,Colusa,2019,365,294,71,0,0,0,0,83,59,39,0,0,228,0,83,54
California,Contra Costa,2019,365,292,69,4,0,0,0,129,61,40,0,4,244,0,116,1
California,Del Norte,2019,248,236,12,0,0,0,0,71,43,20,0,0,0,0,248,0
California,El Dorado,2019,365,273,86,6,0,0,0,122,74,43,0,0,355,0,1,9
California,Fresno,2019,365,139,160,64,2,0,0,187,115,60,0,3,259,0,80,23
California,Glenn,2019,362,302,60,0,0,0,0,86,55,40,0,0,277,0,68,17
California,Humboldt,2019,363,353,10,0,0,0,0,65,40,27,2,1,272,0,50,38
California,Imperial,2019,365,125,219,19,2,0,0,185,93,58,0,1,210,0,79,75
California,Inyo,2019,365,232,121,6,2,1,3,638,84,47,0,0,319,0,14,32
California,Kern,2019,365,119,151,87,6,1,1,548,122,67,0,2,260,0,73,30
California,Kings,2019,365,152,172,37,2,0,2,507,105,56,0,0,190,0,103,72
California,Lake,2019,360,360,0,0,0,0,0,50,41,31,0,0,356,0,3,1
California,Los Angeles,2019,365,66,213,57,28,1,0,201,136,71,0,36,197,0,124,8
California,Madera,2019,365,189,163,13,0,0,0,140,84,50,0,0,259,0,67,39
California,Marin,2019,363,337,25,1,0,0,0,133,48,33,0,15,221,0,127,0
California,Mariposa,2019,365,221,130,9,5,0,0,176,84,47,0,0,296,0,68,1
California,Mendocino,2019,361,334,27,0,0,0,0,77,47,33,0,0,229,0,120,12
California,Merced,2019,365,213,145,7,0,0,0,119,79,48,0,0,250,0,113,2
California,Mono,2019,365,270,80,6,0,0,9,3852,81,27,0,0,0,0,305,60
California,Monterey,2019,365,330,34,1,0,0,0,144,50,37,2,0,288,0,61,14
California,Napa,2019,363,330,31,2,0,0,0,119,49,35,2,0,265,0,96,0
California,Nevada,2019,361,273,83,5,0,0,0,122,71,44,0,0,326,0,35,0
California,Orange,2019,365,213,136,15,1,0,0,172,87,48,0,13,259,0,86,7
California,Placer,2019,365,239,117,9,0,0,0,136,77,45,0,2,284,0,77,2
California,Plumas,2019,341,248,88,5,0,0,0,138,68,25,0,0,0,0,341,0
California,Riverside,2019,365,75,170,91,29,0,0,185,147,77,0,0,247,0,70,48
California,Sacramento,2019,365,213,142,10,0,0,0,140,84,46,0,1,240,0,116,8
California,San Benito,2019,365,326,39,0,0,0,0,90,51,38,0,0,347,0,11,7
California,San Bernardino,2019,365,55,177,71,54,8,0,213,169,80,0,16,246,0,96,7
California,San Diego,2019,365,87,253,23,2,0,0,169,93,64,0,2,176,0,184,3
California,San Francisco,2019,365,313,51,1,0,0,0,108,52,36,0,28,172,0,165,0
California,San Joaquin,2019,365,231,122,11,1,0,0,190,80,44,0,3,236,0,109,17
California,San Luis Obispo,2019,365,230,132,3,0,0,0,108,74,46,0,0,282,0,45,38
California,San Mateo,2019,365,327,36,2,0,0,0,122,51,35,0,21,209,0,135,0
California,Santa Barbara,2019,365,286,78,1,0,0,0,105,59,43,0,0,295,0,57,13
California,Santa Clara,2019,365,271,90,4,0,0,0,136,66,41,0,7,218,0,139,1
California,Santa Cruz,2019,365,347,18,0,0,0,0,70,46,35,0,0,262,0,103,0
California,Shasta,2019,364,311,53,0,0,0,0,100,54,42,0,0,352,0,10,2
California,Siskiyou,2019,365,332,29,2,2,0,0,161,49,36,0,0,262,0,103,0
California,Solano,2019,365,290,74,1,0,0,0,119,59,40,0,2,225,0,138,0
California,Sonoma,2019,365,348,17,0,0,0,0,87,44,33,0,3,258,0,94,10
California,Stanislaus,2019,365,201,141,22,1,0,0,177,91,49,0,0,245,0,107,13
California,Sutter,2019,365,239,124,2,0,0,0,110,71,44,0,0,249,0,109,7
California,Tehama,2019,365,282,83,0,0,0,0,93,64,41,0,0,323,0,41,1
California,Trinity,2019,269,246,21,2,0,0,0,113,49,18,0,0,0,0,269,0
California,Tulare,2019,365,127,157,78,2,1,0,280,122,66,0,2,242,0,99,22
California,Tuolumne,2019,358,273,83,2,0,0,0,108,67,43,0,0,358,0,0,0
California,Ventura,2019,365,214,142,9,0,0,0,126,77,46,0,5,284,0,65,11
California,Yolo,2019,365,284,80,1,0,0,0,136,61,41,0,1,279,0,82,3
California,Alameda,2020,366,236,110,8,11,1,0,218,79,43,0,13,155,0,198,0
California,Amador,2020,359,327,29,2,1,0,0,156,50,37,0,0,359,0,0,0
California,Butte,2020,366,183,144,18,18,2,1,379,110,51,0,0,195,0,164,7
California,Calaveras,2020,364,260,81,10,13,0,0,192,77,44,0,0,237,0,122,5
California,Colusa,2020,366,247,87,9,23,0,0,198,86,38,0,0,190,0,144,32
California,Contra Costa,2020,366,258,89,8,11,0,0,197,74,41,0,5,188,1,172,0
California,Del Norte,2020,291,247,35,4,4,1,0,220,55,32,0,0,0,0,291,0
California,El Dorado,2020,366,258,85,17,6,0,0,190,90,43,0,0,351,0,8,7
California,Fresno,2020,366,94,173,59,34,6,0,298,153,74,0,3,168,0,180,15
California,Glenn,2020,364,251,84,7,22,0,0,197,82,43,0,0,203,0,143,18
California,Humboldt,2020,366,333,30,3,0,0,0,109,44,29,0,0,236,0,68,62
California,Imperial,2020,366,119,219,26,2,0,0,166,97,58,0,2,181,0,73,110
California,Inyo,2020,366,172,139,23,19,5,8,684,130,52,0,0,228,0,116,22
California,Kern,2020,366,78,158,98,30,2,0,267,140,81,0,0,206,0,143,17
California,Kings,2020,366,98,198,54,15,0,1,543,124,67,0,0,148,0,164,54
California,Lake,2020,351,341,6,1,3,0,0,180,43,32,0,0,336,0,13,2
California,Los Angeles,2020,366,60,169,77,44,16,0,235,165,83,0,23,208,0,130,5
California,Madera,2020,366,137,176,34,17,2,0,250,113,61,0,0,192,0,149,25
California,Marin,2020,366,311,46,4,4,1,0,206,57,33,0,18,207,0,141,0
California,Mariposa,2020,366,208,110,27,12,4,5,618,111,47,0,0,295,0,61,10
California,Mendocino,2020,366,280,63,10,10,1,2,456,76,34,0,0,179,0,182,5
California,Merced,2020,366,171,163,17,15,0,0,183,95,53,0,0,192,0,173,1
California,Mono,2020,366,211,89,13,17,10,26,1928,199,40,0,0,0,0,304,62
California,Monterey,2020,366,299,52,4,9,2,0,250,63,36,0,0,223,0,106,37
California,Napa,2020,365,298,52,7,8,0,0,199,62,36,3,0,227,0,135,0
California,Nevada,2020,366,268,66,15,13,4,0,252,90,41,0,0,237,0,129,0
California,Orange,2020,366,180,145,28,11,2,0,218,108,51,0,11,223,0,129,3
California,Placer,2020,366,167,158,20,18,3,0,222,108,54,0,0,229,0,129,8
California,Plumas,2020,360,183,127,16,20,10,4,469,146,49,0,0,0,0,360,0
California,Riverside,2020,366,53,168,98,36,9,2,576,159,87,0,0,224,0,103,39
California,Sacramento,2020,366,176,154,17,19,0,0,200,100,52,0,2,193,0,162,9
California,San Benito,2020,366,301,48,8,9,0,0,168,67,39,0,0,302,0,54,10
California,San Bernardino,2020,366,50,153,76,69,18,0,236,185,93,0,17,228,0,106,15
California,San Diego,2020,366,60,257,35,14,0,0,192,108,71,0,2,118,0,243,3
California,San Francisco,2020,366,277,81,3,5,0,0,198,62,36,0,15,159,0,192,0
California,San Joaquin,2020,366,192,140,19,15,0,0,195,97,49,0,0,175,0,171,20
California,San Luis Obispo,2020,366,211,124,21,8,2,0,292,90,48,0,0,250,0,96,20
California,San Mateo,2020,366,307,49,5,5,0,0,186,60,35,0,21,196,0,149,0
California,Santa Barbara,2020,366,273,80,9,4,0,0,168,66,42,0,0,247,0,113,6
California,Santa Clara,2020,366,237,109,11,9,0,0,186,79,44,0,8,171,0,187,0
California,Santa Cruz,2020,366,304,42,6,10,2,2,426,64,34,0,0,207,0,159,0
California,Shasta,2020,366,295,63,6,2,0,0,166,64,41,0,0,336,0,30,0
California,Siskiyou,2020,366,305,38,10,10,2,1,359,61,36,0,0,246,0,120,0
California,Solano,2020,366,257,93,9,6,1,0,204,76,41,0,0,191,0,174,1
California,Sonoma,2020,366,319,40,1,6,0,0,187,53,33,0,1,215,0,139,11
California,Stanislaus,2020,366,156,173,21,16,0,0,189,102,55,0,1,195,0,150,20
California,Sutter,2020,366,208,127,15,14,1,1,303,89,48,0,0,183,0,179,4
California,Tehama,2020,366,249,84,12,21,0,0,196,93,43,0,0,244,0,122,0
California,Trinity,2020,342,255,59,12,16,0,0,193,79,27,0,0,0,0,342,0
California,Tulare,2020,366,79,152,103,30,2,0,209,145,79,0,0,186,0,166,14
California,Tuolumne,2020,353,277,71,5,0,0,0,143,64,41,0,0,353,0,0,0
California,Ventura,2020,366,225,115,21,5,0,0,174,90,47,0,0,299,0,58,9
California,Yolo,2020,366,255,83,14,14,0,0,192,84,42,0,1,208,0,157,0
California,Alameda,2021,274,164,102,7,1,0,0,151,67,46,1,2,136,0,135,0
California,Amador,2021,120,119,1,0,0,0,0,54,42,33,0,0,120,0,0,0
California,Butte,2021,139,103,35,0,1,0,0,160,64,42,1,0,77,0,60,1
California,Calaveras,2021,119,108,11,0,0,0,0,74,49,38,0,0,89,0,30,0
California,Colusa,2021,309,204,92,6,7,0,0,199,75,38,0,0,62,0,242,5
California,Contra Costa,2021,274,194,76,4,0,0,0,150,64,43,1,0,163,0,110,0
California,Del Norte,2021,166,152,14,0,0,0,0,69,46,27,0,0,0,0,166,0
California,El Dorado,2021,120,112,8,0,0,0,0,80,49,39,0,0,120,0,0,0
California,Fresno,2021,274,93,136,39,5,1,0,278,115,58,1,2,146,0,114,11
California,Glenn,2021,120,103,17,0,0,0,0,80,54,38,0,0,87,0,26,7
California,Humboldt,2021,182,176,6,0,0,0,0,58,40,31,13,0,128,0,30,11
California,Imperial,2021,304,172,121,10,0,0,1,326,81,48,0,1,85,0,119,99
California,Inyo,2021,273,99,148,13,9,2,2,329,97,58,0,0,165,0,86,22
California,Kern,2021,273,89,156,27,1,0,0,152,101,56,0,0,108,0,156,9
California,Kings,2021,304,110,171,20,2,0,1,666,97,56,0,0,120,0,63,121
California,Lake,2021,173,172,1,0,0,0,0,51,42,34,0,0,169,0,3,1
California,Los Angeles,2021,182,28,127,18,9,0,0,195,122,64,1,9,78,0,90,4
California,Madera,2021,242,134,96,12,0,0,0,150,87,49,0,2,201,0,36,3
California,Marin,2021,274,240,34,0,0,0,0,87,52,34,1,5,161,0,107,0
California,Mariposa,2021,267,152,99,14,2,0,0,159,90,47,0,0,264,0,3,0
California,Merced,2021,164,140,20,4,0,0,0,119,63,28,0,0,0,0,136,28
California,Mono,2021,180,148,29,0,0,0,3,2723,67,17,0,0,0,0,90,90
California,Monterey,2021,182,169,13,0,0,0,0,71,47,38,1,0,134,0,40,7
California,Napa,2021,140,127,13,0,0,0,0,77,50,38,1,0,101,0,38,0
California,Nevada,2021,273,147,75,32,15,4,0,288,131,48,0,0,189,0,84,0
California,Orange,2021,182,124,58,0,0,0,0,100,68,46,1,6,120,0,53,2
California,Placer,2021,243,105,97,24,10,5,2,448,122,55,0,0,190,0,52,1
California,Plumas,2021,273,108,93,26,25,14,7,436,177,61,0,0,0,0,273,0
California,Riverside,2021,304,61,153,63,26,0,1,332,150,79,0,0,173,0,55,76
California,Sacramento,2021,238,177,56,4,1,0,0,169,76,43,0,0,106,0,131,1
California,San Benito,2021,273,236,37,0,0,0,0,100,56,41,0,0,265,0,6,2
California,San Bernardino,2021,273,40,154,56,18,5,0,216,140,80,0,6,200,0,60,7
California,San Diego,2021,222,94,126,2,0,0,0,126,84,58,1,0,109,0,112,0
California,San Francisco,2021,274,235,39,0,0,0,0,73,54,37,1,3,166,0,104,0
California,San Joaquin,2021,273,153,109,10,1,0,0,153,80,47,0,0,9,0,196,68
California,San Luis Obispo,2021,243,131,109,3,0,0,0,115,74,50,0,0,166,0,60,17
California,San Mateo,2021,274,252,22,0,0,0,0,89,47,34,1,4,187,0,82,0
California,Santa Barbara,2021,213,182,31,0,0,0,0,74,52,41,1,0,145,0,64,3
California,Santa Clara,2021,274,170,98,5,0,1,0,218,66,45,1,0,137,0,136,0
California,Santa Cruz,2021,181,169,12,0,0,0,0,73,46,35,0,0,138,0,43,0
California,Shasta,2021,268,169,87,9,3,0,0,177,84,46,0,0,253,0,13,2
California,Solano,2021,274,207,64,3,0,0,0,126,61,41,1,1,187,0,84,1
California,Sonoma,2021,274,242,32,0,0,0,0,88,52,33,2,0,173,0,95,4
California,Stanislaus,2021,248,106,109,31,2,0,0,172,105,55,0,0,161,0,81,6
California,Sutter,2021,120,92,28,0,0,0,0,78,63,40,0,0,70,0,50,0
California,Tehama,2021,196,157,38,1,0,0,0,112,67,43,0,0,159,0,22,15
California,Trinity,2021,168,146,22,0,0,0,0,93,57,23,0,0,0,0,168,0
California,Tulare,2021,256,58,108,72,18,0,0,187,140,77,0,0,191,0,64,1
California,Tuolumne,2021,116,114,2,0,0,0,0,64,46,37,0,0,116,0,0,0
California,Ventura,2021,273,149,115,9,0,0,0,122,80,48,0,0,220,0,46,7
California,Yolo,2021,270,218,50,2,0,0,0,140,62,40,0,0,233,0,35,2
